profile,seed,sample_index,snr_db,l_value,channel_nmse_db,support_recall,dominant_energy_recall,topk_energy_efficiency,clean_topk_energy_fraction,effective_support_95,effective_support_99,delay_support_recall,angle_support_recall,delay_bin_rmse,angle_bin_rmse,noise_variance
A,20260626.0,19.0,0.0,16.0,-8.699786664433635,0.875,0.8723315472544487,0.9944729212941479,0.8771797889873647,42.0,193.0,0.875,0.875,0.5,0.6123724356957945,1.000000031921816
A,20260626.0,20.0,0.0,16.0,-7.343279670066308,0.8125,0.8212150611646649,0.9915348066144971,0.8282261557399351,62.0,270.0,0.875,0.8125,0.4330127018922193,0.5590169943749475,1.0000001421500597
A,20260626.0,21.0,0.0,16.0,-9.093940476998698,0.8125,0.88240169057697,0.9885046274838332,0.8926631864365264,41.0,194.0,0.875,0.875,0.7071067811865476,0.7071067811865476,0.9999999969908056
A,20260626.0,22.0,0.0,16.0,-10.381090591151338,0.9375,0.9197695133762531,0.9970708763632538,0.9224715465875887,28.0,124.0,0.9375,0.9375,0.4330127018922193,0.3535533905932738,1.0000000117268963
A,20260626.0,23.0,0.0,16.0,-8.628228644069853,0.875,0.8692763668778296,0.9931083160061713,0.8753087179590466,48.0,212.0,0.875,0.9375,0.3535533905932738,0.5590169943749475,1.000000099959899
A,20260626.0,24.0,0.0,16.0,-9.415147894270818,0.875,0.893686250595862,0.9942143820799367,0.8988868665591362,43.0,195.0,0.875,0.9375,0.3535533905932738,0.3535533905932738,0.9999999632338247
A,20260626.0,25.0,0.0,16.0,-8.587544054457975,0.75,0.8683728578195025,0.9892591798216506,0.8778011622556363,45.0,205.0,0.8125,0.75,0.4330127018922193,1.0606601717798212,0.9999999569286913
A,20260626.0,26.0,0.0,16.0,-9.024815611893832,0.9375,0.8842587625495184,0.9966783498780963,0.8872057496359502,38.0,158.0,0.9375,0.9375,0.25,0.25,1.00000006515145
A,20260626.0,27.0,0.0,16.0,-11.515450540641845,0.875,0.9397855230925541,0.9978424532464523,0.9418175384651039,19.0,72.0,0.9375,0.875,0.3535533905932738,0.6123724356957945,0.9999999503670882
A,20260626.0,28.0,0.0,16.0,-6.074190096023458,0.8125,0.7598549348707607,0.989155482889551,0.768185536060569,81.0,334.0,0.875,0.8125,0.3535533905932738,0.6614378277661477,0.9999999858250643
A,20260626.0,29.0,0.0,16.0,-9.769174119707984,0.8125,0.9004266594020078,0.9912387393507193,0.908385259429837,33.0,149.0,0.9375,0.875,0.5,0.8660254037844386,0.9999999702605877
A,20260626.0,30.0,0.0,16.0,-10.766238520210287,0.875,0.9233685410557757,0.9973593581859992,0.9258132823210299,25.0,112.0,0.9375,0.875,0.5590169943749475,0.5590169943749475,0.9999999090958394
A,20260626.0,31.0,0.0,16.0,-8.55514656184029,0.9375,0.8683068260709701,0.9969702051003901,0.8709456126460026,52.0,228.0,1.0,0.9375,0.0,0.5,0.9999997232978964
A,20260626.0,32.0,0.0,16.0,-9.602596673517777,0.875,0.9005183427598307,0.9945635197784455,0.9054407535080667,36.0,174.0,0.875,0.9375,0.5590169943749475,0.25,0.999999981766174
A,20260626.0,33.0,0.0,16.0,-10.087225426799645,0.9375,0.9107937618331468,0.9957937829497334,0.9146409401504795,30.0,133.0,0.9375,0.9375,0.9354143466934853,0.25,1.0000000741981754
A,20260626.0,34.0,0.0,16.0,-10.915277121221838,0.8125,0.9318776310200765,0.9902406543992048,0.9410617781446893,21.0,121.0,0.8125,0.8125,11.319231422671772,1.984313483298443,1.0000000515717735
A,20260626.0,35.0,0.0,16.0,-9.350002366011962,0.875,0.8908766960751081,0.9974041936827676,0.8931952579682642,41.0,186.0,0.875,0.875,0.6123724356957945,0.75,1.000000059631847
A,20260626.0,36.0,0.0,16.0,-11.235351408834187,0.6875,0.9475077766367461,0.9851066629569405,0.9618326748421985,12.0,73.0,0.6875,0.6875,23.286262044390035,3.278719262151,1.0000000830553186
